"data_size","cache_size","unique_size","reads","writes","avg_step","avg_reuse_dist","sum_sqrt_count","sum_count","lis","lds","belady","lru","pivot","ld","mru"
73871,1856,2677,47639,26232,3.02417e+13,609.133,8702.57,73871,656,418,71194,71169,69188,66570,65227
24596,1203,1678,16387,8209,4.07903e+13,435.092,4291.39,24596,376,232,22918,22905,21762,20557,16084
36174,402,1929,22284,13890,3.0956e+13,420.327,5260.19,36174,372,279,33850,32498,25383,15421,11340
65869,2059,3609,44014,21855,4.14493e+13,856.532,10004.5,65869,999,424,62260,61237,50596,15708,21989
31065,391,3591,22347,8718,6.15842e+13,1100.71,8239.46,31065,1136,403,25048,22873,12130,8323,6194
45515,638,2935,32302,13213,3.43901e+13,803.926,8996.09,45515,919,240,41448,39302,30182,29935,9987
84979,3220,4368,60793,24186,4.89288e+13,1718.03,15281.1,84979,1850,558,80611,80148,73844,69104,70322
41646,580,2675,29968,11678,2.7498e+13,723.615,7598.61,41646,808,257,38147,35509,21346,9226,5112
14274,715,988,9200,5074,2.98448e+13,400.992,2658.71,14274,303,184,13286,13027,12838,12186,12616
31630,1426,1671,20393,11237,2.99578e+13,486.505,4983.99,31630,433,288,29959,29959,29651,29528,28854
67772,1210,2546,43743,24029,2.98838e+13,619.632,8250.8,67772,608,391,65226,65131,60813,58069,44952
17322,815,881,11199,6123,2.95254e+13,438.328,2763.24,17322,317,206,16441,16439,16371,16368,16286
68038,2720,4174,48484,19554,5.28542e+13,1408.01,13334.3,68038,1661,526,63864,63560,56540,52082,52835
43292,2093,2955,31038,12254,4.76561e+13,1276.91,9428.86,43292,1147,331,40303,38379,34290,35664,34056
21403,622,2594,15079,6324,5.29092e+13,910.359,6245.83,21403,813,269,17653,16563,12175,11247,5367
44707,951,1339,28805,15902,2.89047e+13,557.479,4775.84,44707,436,298,43368,43364,41511,41393,39920
9980,885,1717,7306,2674,7.48652e+13,243.538,3347.44,9980,369,151,8263,8114,7832,7620,5710
77086,2372,4219,51182,25904,2.89645e+13,866.621,12047.3,77086,1224,294,72867,72545,71506,72335,43704
26421,625,2080,16118,10303,2.82857e+13,318.222,4613.41,26421,732,155,24341,24217,20982,21404,15998
22407,127,424,15189,7218,3.35366e+13,291.183,2455.3,22407,267,183,17296,10324,11124,10576,11489
32818,472,2216,23733,9085,2.80654e+13,561.57,6435.02,32818,585,211,30137,29283,18733,17887,9533
6296,408,1474,4637,1659,7.08102e+13,206.233,2349.23,6296,308,262,4822,4374,1855,1899,1337
75657,3649,3932,48761,26896,2.91845e+13,641.796,11553.5,75657,1249,364,71725,71725,71725,71725,70073
