"data_size","cache_size","unique_size","reads","writes","avg_step","avg_reuse_dist","sum_sqrt_count","sum_count","lis","lds","belady","lru","pivot","ld","mru"
20858,2107,10908,12470,8388,6.18581e+12,55.2807,12044.7,20858,5302,72,9950,9902,8658,7406,7147
59341,16841,22511,36936,22405,8.02226e+12,56.9826,25743.9,59341,10961,72,36830,36830,31944,26270,26104
47381,12727,12858,30404,16977,9.41812e+12,59.4515,15918.7,47381,6255,72,34523,34523,34371,34366,34295
5592,1604,3080,3312,2280,5.9393e+12,50.5994,3490.52,5592,1494,70,2512,2512,1972,1206,1269
74073,14492,25878,46515,27558,8.4042e+12,58.1827,29924.7,74073,12587,72,48195,48195,41070,32745,32573
17216,7254,7358,10578,6638,7.42004e+12,55.8355,8491.45,17216,3573,72,9858,9858,9740,9686,9706
95354,24994,39807,58715,36639,7.52444e+12,57.1496,44369.2,95354,19384,72,55547,55547,49926,42269,40508
64038,14188,24835,39764,24274,7.9104e+12,57.6529,28240.1,64038,12097,72,39203,39203,30371,20067,19711
99287,16215,37393,61864,37423,8.04553e+12,57.7819,42397.8,99287,18195,72,61894,61894,48061,31883,31290
33637,11101,12972,20910,12727,7.94975e+12,57.6028,14989.6,33637,6313,72,20665,20665,18992,17446,17137
5611,309,1407,3628,1983,9.71517e+12,58.9137,2005.38,5611,669,72,4204,4204,2101,1132,1077
13765,1396,3912,8809,4956,9.28013e+12,59.057,5044.51,13765,1901,72,9853,9853,6990,3698,3635
87353,9671,27564,55372,31981,8.83913e+12,58.5724,32422.9,87353,13407,72,59789,59789,42228,41719,20743
93504,1776,5747,74413,19091,5.73906e+13,12.0016,6752.99,93504,3172,20,87757,87757,62156,44768,68899
49124,10689,11453,31855,17269,9.91034e+12,60.0789,14744.4,49124,5575,72,37671,37671,36836,36631,35634
16541,4658,5667,10419,6122,8.5461e+12,58.1366,6884.61,16541,2757,72,10874,10874,10232,9476,9681
80645,16872,26430,50935,29710,8.68031e+12,58.611,30899.4,80645,12867,72,54215,54215,46292,46039,36747
64196,12900,28472,39237,24959,7.19006e+12,55.9363,31627,64196,13848,72,35724,35724,27041,16925,16592
79012,19064,32318,48770,30242,7.63104e+12,56.9249,36261,79012,15730,72,46694,46694,38107,28086,27755
34893,2063,15603,21304,13589,7.15516e+12,56.6441,17513.2,34893,7596,72,19290,19290,12010,7364,3352
22763,7359,9879,13957,8806,7.33276e+12,55.7937,11271.1,22763,4797,72,12884,12884,11777,10343,10075
42427,11785,22006,33195,9232,7.9229e+10,8.99354,22422.6,42427,19797,11,20421,20421,13135,13860,12424
6023,1685,2485,3728,2295,7.63597e+12,52.2007,3012.81,6023,1188,72,3538,3538,3177,2842,2906
92578,1610,21477,60042,32536,9.91929e+12,60.1426,27108,92578,10460,72,71101,71101,42128,41546,6401
35934,5138,8377,23299,12635,9.90635e+12,60.0434,10926,35934,4068,72,27557,27557,22894,22796,17286
92220,26753,30587,58186,34034,8.62516e+12,58.5545,35573.6,92220,14885,72,61633,61633,57650,53017,52899
96186,9297,22303,62386,33800,9.92205e+12,60.1488,28125.4,96186,10861,72,73883,73883,53830,51718,31530
37136,2352,13482,23236,13900,8.22528e+12,57.9532,15731.2,37136,6555,72,23654,23654,15376,8668,6710
54902,17415,21876,33988,20914,7.77635e+12,57.4716,24829.1,54902,10653,72,33026,33026,29114,28982,24490
67923,25652,26976,42062,25861,7.79431e+12,57.5018,30504.9,67923,13142,72,40947,40947,40338,39589,39497
27311,3888,6774,17641,9670,9.72878e+12,59.74,8780.97,27311,3289,72,20537,20537,16697,16613,12122
72468,7324,20278,46386,26082,9.30712e+12,59.3775,24605.3,72468,9879,72,52190,52190,35678,23361,19558
73401,327,22031,46732,26669,9.03999e+12,58.6534,26301.1,73401,10715,72,51370,50852,16970,7769,1834
19587,4366,4638,12686,6901,9.89835e+12,59.8917,6198.43,19587,2255,72,14949,14949,14722,14482,14512
3993,225,970,2588,1405,9.91808e+12,58.6622,1440.05,3993,460,66,3023,3023,1475,818,797
80935,8198,18826,52482,28453,9.91527e+12,60.1264,23841.1,80935,9167,72,62109,62109,46756,44699,27692
10803,742,3935,6756,4047,8.26426e+12,57.6669,4794.95,10803,1913,72,6868,6820,3244,961,689
72225,13920,19151,46414,25811,9.49183e+12,59.606,23541.3,72225,9324,72,53074,53074,48864,43171,41861
65181,23471,24129,40678,24503,8.14395e+12,57.9315,27662.9,65181,11755,72,41052,41052,40351,39479,39357
2643,1430,2643,0,2643,7.99697,0,2643,2643,2643,1,0,0,0,0,0
68522,10130,15935,44436,24086,9.9095e+12,60.1141,20288.9,68522,7758,72,52587,52587,44081,35943,33734
86873,15659,20234,56330,30543,9.91225e+12,60.1263,25560.1,86873,9854,72,66639,66639,61206,59924,52130
54440,8153,21984,33658,20782,7.71965e+12,57.3662,24890.3,54440,10710,72,32456,32456,23421,12823,12600
88053,13686,21584,56902,31151,9.74884e+12,59.9346,26902.1,88053,10510,72,66469,66469,55360,55119,41791
10839,3261,3704,6822,4017,8.55111e+12,58.0095,4588.78,10839,1799,72,7135,7135,6753,6264,6293
55256,1293,29850,32831,22425,5.94908e+12,55.2106,32232.8,55256,14535,72,25406,25388,14493,6160,1414
78860,2410,18347,51134,27726,9.91345e+12,60.1257,23253.3,78860,8931,72,60513,60513,23655,9268,8665
88056,35569,40435,53571,34485,6.9827e+12,56.5338,44443.5,88056,19686,72,47621,47621,44987,41889,41992
29006,5957,9596,18306,10700,8.65632e+12,58.4481,11516.2,29006,4669,72,19410,19410,16777,16134,12470
97256,7037,22849,63029,34227,9.8801e+12,60.1005,28708,97256,11127,72,74407,74407,45312,27475,23997
3668,949,1745,2233,1435,7.08047e+12,54.931,2081.1,3668,845,68,1923,1923,1764,1589,1650
72521,16854,19396,46578,25943,9.46475e+12,59.5686,23789.1,72521,9443,72,53125,53125,49470,46029,45146
35559,6960,11187,22553,13006,8.86915e+12,58.7392,13490.2,35559,5444,72,24372,24372,20286,15564,15439
34839,7439,8136,22593,12246,9.90002e+12,60.0212,10616.9,34839,3958,72,26703,26703,25866,25673,24633
43648,5826,10141,28318,15330,9.91804e+12,60.0768,13130.1,43648,4935,72,33507,33507,28300,27089,19603
58512,11418,14029,37868,20644,9.83856e+12,59.9915,17806.6,58512,6834,72,44483,44483,41855,38334,37570
71356,4654,29259,44043,27313,7.61443e+12,57.2955,32872.9,71356,14243,72,42097,42097,26452,8117,7393
58850,15792,24393,36284,22566,7.56347e+12,56.5585,27452.4,58850,11862,72,34457,34457,29085,22773,22705
95944,14044,23911,61932,34012,9.6927e+12,58.7948,29612.4,95944,11626,72,72033,72033,60716,49869,46868
98659,32953,37828,61350,37309,7.95864e+12,57.7434,42759.7,98659,18418,72,60831,60831,58152,54442,53784
13579,847,3150,8814,4765,1.00334e+13,59.8339,4325.54,13579,1534,72,10429,10429,7016,4860,2988
2541,134,153,2020,521,5.77053e+13,11.9252,308.141,2541,113,14,2388,2388,2264,2180,2333
64715,21501,26009,40024,24691,7.73108e+12,57.4308,29376.5,64715,12667,72,38706,38706,36513,34048,34055
65293,19711,26796,40290,25003,7.61706e+12,56.8502,30152.5,65293,13034,72,38497,38497,33887,28464,28465
75799,914,31969,46612,29187,7.47137e+12,56.8327,35706,75799,15569,72,43830,43446,19884,2395,2155
88904,14381,20625,57653,31251,9.92371e+12,60.1491,26065.6,88904,10047,72,68279,68279,59231,50585,48219
78855,28328,42384,61789,17066,7.9686e+10,8.99694,42941.2,78855,38138,11,36471,36471,27371,28063,26698
60457,6029,26302,37047,23410,7.29674e+12,56.8113,29341.3,60457,12791,72,34155,34155,18465,10215,7093
35508,5944,8295,23030,12478,9.88954e+12,59.9954,10815.3,35508,4027,72,27213,27213,23758,20479,19638
28191,7044,7281,18160,10031,9.59626e+12,59.592,9316.49,28191,3535,72,20910,20910,20603,20596,20380
32803,266,10411,20784,12019,8.82683e+12,53.3713,12567,32803,5050,72,22392,22392,12572,6452,127
69586,12407,23217,43888,25698,8.61359e+12,58.5201,27133.2,69586,11307,72,46369,46369,38063,28206,28015
39502,7741,12944,24956,14546,8.70946e+12,58.5565,15412.6,39502,6306,72,26558,26558,22259,18167,17206
22010,3766,7249,13897,8113,8.66733e+12,56.999,8796.88,22010,3516,72,14761,14761,12237,8838,8101
21022,459,1282,16728,4294,5.74482e+13,11.9908,1749.53,21022,868,14,19740,19740,14530,11089,17388
96251,45799,50712,75358,20893,7.9421e+10,8.99701,51337.5,96251,45634,11,45539,45539,42666,42806,42543
68977,19339,29669,42328,26649,7.35845e+12,56.9828,33082.7,68977,14448,72,39308,39308,34214,28260,28237
49823,2875,11593,32309,17514,9.91369e+12,60.1034,14929.5,49823,5645,72,38230,38230,20133,20158,9944
52001,12541,19194,32470,19531,8.15561e+12,57.5789,22132.9,52001,9334,72,32807,32807,28994,25442,24502
9011,127,591,7178,1833,5.72152e+13,11.981,892.322,9011,376,14,8420,8420,5483,3381,7090
94732,16866,21980,61444,33288,9.91262e+12,60.1394,27727.1,94732,10695,72,72752,72752,66585,65150,56228
48966,23691,23740,29565,19401,6.66685e+12,56.0985,26109.8,48966,11565,72,25226,25226,25167,25169,25171
58036,5259,13475,37642,20394,9.91942e+12,60.1107,17263.5,58036,6559,72,44561,44561,32579,32338,17917
8012,1322,3731,4877,3135,6.9801e+12,55.8324,4333.74,8012,1813,72,4281,4281,2899,1592,1463
34095,5953,10167,21725,12370,9.06703e+12,58.9732,12436.8,34095,4939,72,23928,23928,19150,13571,13406
64476,11891,19683,40988,23488,8.9728e+12,58.9442,23486.5,64476,9582,72,44793,44793,37615,29219,28968
62210,794,24340,38596,23614,7.85778e+12,57.5795,27649.2,62210,11843,72,37870,37543,21475,10602,1526
20123,2487,4712,13056,7067,9.9031e+12,59.9056,6311.78,20123,2290,72,15411,15411,12115,8989,8228
42508,7797,10156,27526,14982,9.82687e+12,59.947,13060.1,42508,4933,72,32352,32352,29578,28920,25015
22459,3206,8792,13940,8519,7.887e+12,57.4416,10247.7,22459,4277,72,13667,13667,8985,9260,4379
92937,13450,23607,59918,33019,9.63363e+12,59.7988,29120.2,92937,11496,72,69330,69330,54589,40439,36515
30410,5905,7110,19717,10693,9.91344e+12,60.0109,9333.39,30410,3457,72,23300,23300,21919,20123,19776
57671,11962,13403,37402,20269,9.91587e+12,60.104,17169,57671,6525,72,44268,44268,42511,40189,39713
59347,7356,21751,37078,22269,8.19591e+12,57.9826,25033.9,59347,10595,72,37596,37596,25940,16522,13709
12357,5157,6886,9697,2660,80139300000,8.81508,7094.71,12357,6190,11,5471,5471,4508,4541,4491
45410,9066,10598,29445,15965,9.90198e+12,60.0682,13685.6,45410,5152,72,34812,34812,32682,32626,30235
66089,828,24051,41325,24764,8.2126e+12,58.0139,27656.7,66089,11707,72,42038,41866,24215,12572,2465
23229,2177,7894,14638,8591,8.54222e+12,58.2517,9486.54,23229,3837,72,15335,15335,9370,4528,3216
23564,2318,6069,15184,8380,9.61327e+12,59.5625,7835.2,23564,2947,72,17495,17495,12154,12615,7988
1354,161,373,878,476,9.64676e+12,55.3959,579.094,1354,176,49,981,981,688,480,480
83971,25761,38724,51068,32903,6.9573e+12,56.4965,42561.9,83971,18859,72,45247,45247,40458,33854,32497
37469,3562,12159,23693,13776,8.72781e+12,58.5992,14538.1,37469,5911,72,25310,25310,15965,9112,7078
30871,4730,7211,20015,10856,9.93067e+12,60.0204,9459.3,30871,3512,72,23660,23660,20707,20015,15873
23816,2711,12037,14304,9512,6.39509e+12,55.6112,13332.8,23816,5859,72,11779,11779,7473,3801,2390
84037,27083,29131,52808,31229,8.44137e+12,58.3167,33647.1,84037,14189,72,54906,54906,53958,52638,52564
35560,3765,8295,23062,12498,9.91459e+12,60.0277,10816.4,35560,4037,72,27265,27265,20655,20523,12648
54762,1018,28635,32704,22058,6.15848e+12,55.474,31074.8,54762,13936,72,26127,25455,14853,7191,1289
14193,2739,3345,9197,4996,9.95965e+12,59.817,4559.42,14193,1629,72,10848,10848,9957,9939,9052
77904,7246,18132,50511,27393,9.90397e+12,60.1207,22990.6,77904,8818,72,59772,59772,43965,43643,24537
7185,3011,3481,4349,2836,6.71737e+12,55.3768,4024.95,7185,1684,72,3704,3704,3590,3428,3507
68426,7088,25513,42673,25753,8.10012e+12,57.8854,29184.1,68426,12424,72,42913,42913,28324,11117,10606
29357,12592,12625,18024,11333,7.36837e+12,56.8854,14332.6,29357,6143,72,16732,16732,16700,16701,16700
75354,5623,17556,48865,26489,9.9001e+12,60.1128,22277.3,75354,8541,72,57798,57798,35545,34756,19052
21478,4774,8297,13359,8119,7.93037e+12,57.4442,9713.74,21478,4020,72,13181,13181,11030,8051,7569
9483,3871,4095,5827,3656,7.36459e+12,56.4672,4813.76,9483,1983,72,5388,5388,5094,4833,4895
27225,137,6320,17657,9568,9.94697e+12,60.0293,8356.88,27225,3074,72,20905,20866,11830,7596,775
86984,12223,24217,55701,31283,9.32041e+12,58.0177,29281.2,86984,11781,72,62767,62767,52183,37716,34292
46785,5211,19609,28802,17983,7.5236e+12,57.1249,22123.1,46785,9551,72,27176,27176,18435,12452,10470
2311,544,600,1508,803,9.7066e+12,57.4124,911.691,2311,282,57,1711,1711,1660,1659,1663
65442,14901,21064,41400,24042,8.7622e+12,58.6991,24839,65442,10256,72,44378,44378,37702,31315,29669
47311,5548,13201,30293,17018,9.31813e+12,59.3404,16232.3,47311,6425,72,34110,34110,26343,18004,15844
70537,9941,24719,44263,26274,8.39489e+12,58.2579,28597.2,70537,12040,72,45818,45818,35383,23412,20515
54887,1425,12760,35604,19283,9.91703e+12,60.1019,16374.5,54887,6213,72,42127,42127,15552,16476,5350
86163,17602,22279,55487,30676,9.57401e+12,59.7199,27420.5,86163,10847,72,63884,63884,58337,50803,49049
64415,3550,16680,41469,22946,9.57826e+12,59.6975,20690.5,64415,8125,72,47735,47735,30705,10571,9817
37017,7475,8684,23993,13024,9.89258e+12,60.0148,11288.7,37017,4220,72,28333,28333,26982,26648,24849
18091,7156,8030,11064,7027,7.24885e+12,56.5617,9175.73,18091,3912,72,10061,10061,9191,8184,8376
68392,4441,15955,44347,24045,9.91155e+12,60.1124,20298.2,68392,7771,72,52437,52437,35668,24640,15080
88286,8400,26205,56245,32041,9.08645e+12,59.1174,31219.7,88286,12766,72,62081,62081,39730,39601,19573
33422,3499,7796,21666,11756,9.92028e+12,60.0476,10196.4,33422,3794,72,25626,25626,19625,18735,11794
75678,15115,17626,49071,26607,9.90268e+12,60.1164,22365.5,75678,8574,72,58052,58052,54471,54390,50221
16693,2360,5110,10611,6082,8.97903e+12,57.6866,6392.41,16693,2475,72,11583,11583,9380,6852,6861
41873,4583,9738,27159,14714,9.92153e+12,60.0545,12623.6,41873,4741,72,32135,32135,25471,17437,15462
68597,15520,15950,44491,24106,9.91515e+12,60.1167,20308.9,68597,7766,72,52647,52647,52020,51471,51446
39771,10350,15414,24703,15068,7.92269e+12,57.2849,17719.6,39771,7503,72,24357,24357,20981,17006,17070
82311,18755,82311,0,82311,7.9999,0,82311,82311,82311,1,0,0,0,0,0
97897,25604,27712,62605,35292,9.25579e+12,59.3421,33287.3,97897,13492,72,70185,70185,67715,64396,63676
36644,3939,11861,23173,13471,8.73837e+12,58.4366,14199.9,36644,5764,72,24783,24783,17140,8132,7976
85916,5277,26003,54646,31270,9.0166e+12,59.0243,30864.5,85916,12666,72,59913,59865,29297,20986,18214
44815,7115,12365,28723,16092,9.34948e+12,59.3832,15278.2,44815,6011,72,32450,32450,25895,18171,17987
41452,4929,15947,25771,15681,7.97104e+12,57.6555,18335.6,41452,7769,72,25505,25505,18460,10166,10040
16907,6070,7198,10395,6512,7.45481e+12,56.816,8315.06,16907,3500,72,9709,9709,8550,7202,7379
98544,28623,34941,61770,36774,8.33088e+12,58.1997,40064,98544,17009,72,63603,63603,61401,58336,57838
63609,2784,14809,41249,22360,9.92054e+12,60.1059,18894.6,63609,7211,72,48800,48800,22374,10739,9714
87244,9740,20268,56578,30666,9.91418e+12,60.1365,25618.8,87244,9870,72,66976,66976,53977,37025,32917
87251,21118,26187,55536,31715,9.03817e+12,59.0623,31134.5,87251,12751,72,61064,61064,56129,49451,47912
14044,1003,3328,9102,4942,9.88441e+12,59.7521,4532.87,14044,1615,72,10716,10716,6258,3902,3490
12659,179,2997,8205,4454,9.95572e+12,59.7403,4107.44,12659,1459,72,9662,9652,2868,638,745
13843,3553,3851,8878,4965,9.35104e+12,59.0865,4993.47,13843,1870,72,9992,9992,9562,9157,9214
67665,2422,20737,42996,24669,8.96096e+12,58.5768,24694.7,67665,10086,72,46928,46928,25005,13198,8551
16522,3123,5778,10375,6147,8.45297e+12,58.035,6985.37,16522,2807,72,10744,10744,8591,5727,5119
49226,16960,17581,30848,18378,8.30406e+12,58.1054,20432.6,49226,8559,72,31645,31645,30737,29907,29806
80064,10363,18630,51919,28145,9.9062e+12,60.1173,23599.3,80064,9066,72,61434,61434,49522,49267,34941
96260,21324,33391,60470,35790,8.43411e+12,58.3234,38460.3,96260,16262,72,62869,62869,52664,40731,40292
97482,23525,28617,62166,35316,9.12045e+12,59.1683,34098.9,97482,13936,72,68865,68865,62700,61271,52369
68818,3606,16446,44544,24274,9.82566e+12,60.0086,20786.5,68818,8003,72,52372,52372,27051,14099,12564
75347,1030,17543,48855,26492,9.91595e+12,60.1224,22258.9,75347,8544,72,57804,57804,17478,3742,4019
46555,4242,20116,28545,18010,7.35347e+12,56.2885,22578.1,46555,9794,72,26439,26439,17220,6416,6181
80040,12765,23638,51022,29018,9.10755e+12,59.1349,28258,80040,11515,72,56402,56402,46707,35356,34940
98496,7208,39360,60972,37524,7.75272e+12,57.1819,44173.2,98496,19154,72,59136,59136,39751,17060,16168
92273,41736,50941,72387,19886,80017400000,8.99668,51531.4,92273,45843,11,41332,41332,35488,35901,35090
74014,18903,32258,45333,28681,7.2948e+12,56.897,35845.3,74014,15709,72,41756,41756,34175,26969,25142
26469,5172,6150,17169,9300,9.9521e+12,60.0012,8136.3,26469,2996,72,20319,20319,19126,17579,17281
68832,7962,16008,44635,24197,9.90817e+12,60.1096,20380,68832,7793,72,52824,52824,43134,40874,26773
1701,225,603,1075,626,8.6795e+12,55.2099,827.606,1701,288,53,1098,1050,839,815,700
88840,3614,26137,56641,32199,9.11298e+12,59.1471,31196.6,88840,12720,72,62703,62703,38410,13323,8565
9943,2060,2326,6450,3493,9.93567e+12,59.6683,3256.33,9943,1123,72,7617,7617,7328,7258,7004
64387,472,14980,41758,22629,9.91967e+12,60.1143,19109.8,64387,7296,72,49407,49407,28301,18188,2326
7479,152,3024,4628,2851,7.74358e+12,55.8531,3649.13,7479,1458,72,4455,4333,2512,1137,0
16790,6293,7959,10190,6600,6.81383e+12,56.057,8999.09,16790,3872,72,8831,8831,8124,7310,7512
43490,36830,43490,0,43490,7.99982,0,43490,43490,43490,1,0,0,0,0,0
46348,5543,10797,30048,16300,9.9219e+12,60.0909,13935.6,46348,5259,72,35551,35551,29183,27712,18535
88799,5924,20608,57588,31211,9.91634e+12,60.1454,26045.8,88799,10034,72,68191,68191,46704,32383,20246
95390,24446,36865,59257,36133,7.92774e+12,57.6942,41634,95390,17953,72,58525,58525,52833,44991,43340
33629,14565,14595,20611,13018,7.32702e+12,56.7944,16484.5,33629,7105,72,19034,19034,19011,19009,19025
46015,5330,10744,29835,16180,9.89839e+12,60.0559,13861.8,46015,5229,72,35271,35271,27472,20014,18011
38130,9794,14613,23707,14423,7.9881e+12,57.681,16850.5,38130,7119,72,23517,23517,20375,16031,15230
31448,1019,14216,19179,12269,7.09491e+12,55.3553,15963.8,31448,6908,72,17232,17091,10275,6512,2000
74013,13850,28771,45957,28056,7.8933e+12,57.6454,32610.8,74013,14009,72,45242,45242,34104,20985,20650
54743,28820,51159,37700,17043,9.20595e+12,3.99364,51274.8,54743,17073,9,3584,3584,2019,3584,2026
59743,5883,16604,38258,21485,9.32252e+12,59.3873,20293.3,59743,8079,72,43139,43139,31148,30793,16574
35760,9068,9350,23008,12752,9.57309e+12,59.5952,11805.9,35760,4555,72,26410,26410,25999,25620,25686
35731,11847,15069,21980,13751,7.48383e+12,57.0456,17087.7,35731,7334,72,20662,20662,19248,18848,17030
35926,5784,14111,22280,13646,7.86974e+12,57.5206,16217.5,35926,6874,72,21815,21815,16730,11010,9741
48528,7131,15476,30736,17792,8.80934e+12,58.6177,18430.4,48528,7522,72,33052,33052,25316,25086,15954
47988,8297,11405,31087,16901,9.84919e+12,59.9962,14619,47988,5547,72,36583,36583,32513,27774,27661
87930,19546,24210,56356,31574,9.36217e+12,59.4517,29335.9,87930,11790,72,63720,63720,57884,51069,50872
46147,2039,11708,29759,16388,9.63326e+12,59.7367,14767,46147,5690,72,34439,34439,21472,7385,5593
21347,7987,9357,13081,8266,7.26092e+12,56.684,10673.1,21347,4552,72,11990,11990,10838,9549,9613
98639,14937,26223,63379,35260,9.47968e+12,59.3887,31950,98639,12768,72,72416,72416,60223,43546,39585
30776,12832,16444,18325,12451,6.03239e+12,55.2258,17953.7,30776,8005,72,14332,14332,12929,11321,11486
98486,12677,22885,63867,34619,9.9152e+12,60.1407,28823.1,98486,11144,72,75601,75601,63329,46567,42588
75416,13215,23519,47842,27574,8.89065e+12,58.8694,27826.2,75416,11452,72,51897,51897,46360,45039,37126
43577,8306,12197,27897,15680,9.30231e+12,59.3269,15031.8,43577,5930,72,31380,31380,26959,26849,21676
27578,8724,10281,17213,10365,8.10126e+12,57.7517,12033.3,27578,4994,72,17297,17297,16249,14870,14658
51462,16707,21414,31705,19757,7.54605e+12,56.6927,24150.5,51462,10409,72,30048,30048,27014,24131,23526
3524,756,849,2281,1243,1.01476e+13,58.8621,1277.84,3524,412,64,2675,2675,2565,2542,2511
66839,2295,21573,42274,24565,8.74894e+12,58.28,25413.2,66839,10498,72,45266,45266,27824,27282,6482
10680,2989,3236,6795,3885,9.08973e+12,58.6669,4150.24,10680,1574,72,7444,7444,7219,7138,7034
99977,15653,32082,63274,36703,8.77352e+12,58.5821,37496.1,99977,15613,72,67895,67895,55149,37714,33561
56412,8202,13172,36578,19834,9.90807e+12,60.0848,16864.3,56412,6412,72,43240,43240,37318,35924,27409
68273,21749,21906,43215,25058,8.76489e+12,58.6956,25822,68273,10659,72,46367,46367,46214,46174,46074
75667,6088,17575,49078,26589,9.91174e+12,60.1213,22315.1,75667,8548,72,58092,58092,37526,23956,20869
7512,499,3925,4501,3011,6.19868e+12,54.6167,4455.64,7512,1899,72,3587,3443,2147,1042,928
31301,3180,7325,20300,11001,9.91244e+12,60.0006,9597.92,31301,3563,72,23976,23976,17894,12204,10636
59638,1655,16065,38280,21358,9.44118e+12,59.531,19783.3,59638,7822,72,43573,43573,25561,10354,3455
5157,1015,1236,3348,1809,1.00173e+13,59.0442,1799.1,5157,599,72,3921,3921,3605,3598,3401
13747,1405,3264,8912,4835,9.90156e+12,59.7298,4447.18,13747,1579,72,10483,10483,7832,5446,4835
75891,13615,17612,49220,26671,9.91971e+12,60.1268,22362.9,75891,8571,72,58279,58279,53486,52372,45497
73772,26348,33949,44871,28901,6.97251e+12,56.514,37400.6,73772,16532,72,39823,39823,36875,33529,33460
99633,1838,23141,64613,35020,9.91495e+12,60.1465,29142.1,99633,11269,72,76492,76492,45516,44883,7305
99072,13831,23004,64243,34829,9.91955e+12,60.1511,28975.1,99072,11206,72,76068,76068,65074,50057,46489
77150,6083,23821,48989,28161,8.94085e+12,58.916,28223.7,77150,11604,72,53329,53329,36012,35507,14847
94422,14494,47190,56765,37657,6.45784e+12,55.769,51170.6,94422,22975,72,47232,47232,31643,13426,12866
73766,4010,22188,46953,26813,9.03184e+12,59.0361,26472.2,73766,10804,72,51578,51578,33546,22400,11493
6261,45,2563,3870,2391,7.84218e+12,56.5799,3101.8,6261,1248,72,3097,999,2046,1247,267
90862,14868,35501,56375,34487,7.87289e+12,57.4605,40052,90862,17290,72,55361,55361,41655,25547,25079
56693,3860,21672,35275,21418,7.97897e+12,57.7035,24770.7,56693,10545,72,35021,35021,23165,9205,8834
54417,10635,13248,35178,19239,9.77582e+12,59.9253,16793.5,54417,6452,72,41169,41169,38705,35305,34682
91638,4210,40602,56014,35624,7.19296e+12,55.989,44852.4,91638,19757,72,51036,51036,24026,10908,5514
98504,23677,41132,60653,37851,7.52155e+12,56.7848,45825.4,98504,20016,72,57372,57372,45932,35044,32130
49460,11595,12193,31958,17502,9.734e+12,59.8304,15455.5,49460,5929,72,37267,37267,36419,35503,35543
42987,29920,42987,0,42987,7.99981,0,42987,42987,42987,1,0,0,0,0,0
96237,12814,22296,62410,33827,9.92416e+12,60.1597,28122.7,96237,10862,72,73941,73941,60077,46779,43072
32389,5641,11724,20270,12119,8.25607e+12,57.9716,13741.2,32389,5706,72,20665,20665,15483,9488,9324
45692,8459,16761,28541,17151,8.18823e+12,57.3062,19410.3,45692,8160,72,28931,28931,21778,13372,13239
83842,1931,19488,54372,29470,9.91848e+12,60.1269,24657.8,83842,9485,72,64354,64354,38844,38323,7391
63035,13507,19910,39952,23083,8.83561e+12,58.7951,23598.7,63035,9694,72,43125,43125,36203,28013,27894
77735,19510,21710,49761,27974,9.31187e+12,56.4395,26307.5,77735,10571,72,56025,56025,52878,52807,49172
59619,705,15013,38466,21153,9.6703e+12,59.7272,18802.7,59619,7310,72,44606,44606,12843,6330,1052
29705,411,1985,23677,6028,5.70633e+13,11.9933,2541.21,29705,1214,14,27720,27720,17914,11550,23290
17895,2509,5007,11462,6433,9.32747e+12,59.1822,6399.56,17895,2432,72,12888,12888,10643,7534,7023
83451,17741,19405,54115,29336,9.9056e+12,60.1208,24555.9,83451,9447,72,64046,64046,62022,61561,58766
16042,1951,5254,10142,5900,8.74127e+12,58.3025,6461.35,16042,2556,72,10788,10788,7489,4667,3913
65503,15457,19877,41655,23848,8.99675e+12,58.9847,23741.6,65503,9673,72,45626,45626,40539,34367,34414
30193,3181,7079,19580,10613,9.87697e+12,59.9506,9287.32,30193,3434,72,23114,23114,17734,16920,10657
21322,4345,9941,12959,8363,6.92293e+12,55.4981,11203,21322,4825,72,11381,11381,8631,5412,5509
66967,9909,35467,39913,27054,6.07871e+12,54.3443,38311.4,66967,17255,72,31500,31500,21236,11550,8988
38518,5803,13873,24115,14403,8.28353e+12,58.0252,16194.6,38518,6755,72,24645,24645,18774,11956,11756
89589,17958,20779,58095,31494,9.92388e+12,60.1533,26257,89589,10122,72,68810,68810,64734,60885,59882
67829,5080,28244,41792,26037,7.53329e+12,57.1905,31677.4,67829,13749,72,39585,39585,22963,11028,8230
45123,9187,10528,29260,15863,9.91764e+12,60.0768,13594.1,45123,5127,72,34595,34595,33050,31025,30601
90227,25261,36689,55733,34494,7.66407e+12,56.8706,41114.1,90227,17857,72,53538,53538,45438,35973,35653
36720,3290,8540,23813,12907,9.92604e+12,60.0751,11134.3,36720,4160,72,28180,28180,20496,14551,11154
83354,15914,26750,52756,30598,8.76606e+12,58.7274,31388.2,83354,13025,72,56604,56604,48990,38621,36178
5487,196,1383,3553,1934,9.70178e+12,58.7507,1969.21,5487,659,72,4104,4104,2490,1124,668
39177,169,1644,31016,8161,5.85661e+13,11.9953,2293.14,39177,1640,13,37533,37533,24279,12528,31637
73199,24751,32586,44721,28478,7.16671e+12,56.7479,36093.5,73199,15868,72,40613,40613,38563,35856,35271
61350,6710,20240,38727,22623,8.66177e+12,58.5727,23781.7,61350,9860,72,41110,41062,32716,24667,22503
61461,10565,14528,39816,21645,9.86546e+12,60.0477,18485,61461,7070,72,46933,46933,41189,41072,34259
19884,5948,8182,12272,7612,7.62359e+12,56.8087,9475.25,19884,3977,72,11702,11702,10181,8736,8558
14833,4519,5994,9170,5663,7.75063e+12,57.1526,7032.5,14833,2920,72,8839,8839,8634,8327,8467
